机组类型,区域,团队,经销商（KAD）,地区,城市,县级,所属集团,企业名称,纳税人识别号,登记状态,电厂名称/项目名称,地址,投产时间,过去两年Dpal售出(L),投产时间标签,每年涡轮机补加预估KL,每年辅机用油KL,每年总售后用油KL,机组总容量(MW),机组1名称,机组1容量(MW),机组2名称,机组2容量(MW),机组3名称,机组3容量(MW),机组4名称,机组4容量(MW),机组5名称,机组5容量(MW),机组6名称,机组6容量(MW),机组7名称,机组7容量(MW),机组8名称,机组8容量(MW),机组9名称,机组9容量(MW),机组10名称,机组10容量(MW),机组11名称,机组11容量(MW),机组12名称,机组12容量(MW),机组13名称,机组13容量(MW),机组14名称,机组14容量(MW),机组15名称,机组15容量(MW),机组16名称,机组16容量(MW),机组17名称,机组17容量(MW),机组18名称,机组18容量(MW),机组19名称,机组19容量(MW),机组20名称,机组20容量(MW),机组21名称,机组21容量(MW),机组22名称,机组22容量(MW),机组23名称,机组23容量(MW),机组24名称,机组24容量(MW),机组25名称,机组25容量(MW),机组26名称,机组26容量(MW),机组27名称,机组27容量(MW),机组28名称,机组28容量(MW),机组29名称,机组29容量(MW),机组30名称,机组30容量(MW),机组31名称,机组31容量(MW),机组32名称,机组32容量(MW),机组33名称,机组33容量(MW),机组34名称,机组34容量(MW),机组总容量(MW),机组1名称,机组1容量(MW),经度,纬度,机组总容量(MW),机组1名称,机组1容量(MW)
火电-燃煤发电,华中,South,,湖北省,孝感市,汉川市,国家能源投资集团有限责任公司,国能长源汉川发电有限公司,914209846764966404,存续,国能长源汉川四期扩建工程项目,湖北省孝感市汉川市经济开发区电厂路1号,2025/12/12, -   ,<1年,7.80,15.00,23,1000.00,#7,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.845123,30.615234,0.00,,
火电-燃煤发电,华中,South,,湖北省,孝感市,应城市,中国华能集团有限公司,华能应城热电有限责任公司,91420981594209011X,存续,华能应城热电有限责任公司,湖北省孝感市应城市郎君镇汉宜大道特1号,2015/4/24,"22,885",>10年,0.39,0.75,1,50.00,#1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.625789,30.885412,0.00,,
火电-燃煤发电,华中,South,,湖北省,孝感市,应城市,中国华能集团有限公司,华能应城热电有限责任公司,91420981594209011X,存续,华能应城上大压小热电联产工程项目,湖北省孝感市应城市郎君镇汉宜大道特1号,2016/6/1,"22,885",8~10年,2.73,5.25,8,350.00,#2,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.625789,30.885412,0.00,,
火电-燃煤发电,华中,South,,湖北省,宜昌市,猇亭区,华润电力控股有限公司,华润电力（宜昌）有限公司,914205005769675644,存续,华润电力（宜昌）有限公司,湖北省宜昌市猇亭区金岭路116号,2014/3/5,"8,778",>10年,2.73,5.25,8,700.00,#1,350,#2,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,111.445234,30.515812,0.00,,
火电-燃煤发电,华中,South,,湖南省,长沙市,望城区,中国华电集团有限公司,湖南华电长沙发电有限公司,9143000075580332XT,存续,湖南华电长沙发电有限公司,湖南省长沙市望城区铜官循环经济工业园,2007/10/23, -   ,>10年,5.07,9.75,15,1300.00,#1,650,#2,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,112.815345,28.475123,0.00,,
火电-燃煤发电,华中,South,,湖南省,常德市,武陵区,中国华电集团有限公司,湖南华电常德发电有限公司,91430700768009686A,存续,华电常德电厂一期2×660MW机组工程项目,湖南省常德市武陵区德山经济技术开发区桃林路495号,2015/12/17, -   ,>10年,5.15,9.90,15,1320.00,#1,660,#2,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,111.755432,28.985212,0.00,,
火电-燃煤发电,华中,South,,湖南省,郴州市,苏仙区,华润电力控股有限公司,华润电力湖南有限公司,914310007178615539,存续,华润电力湖南有限公司,湖南省郴州市苏仙区飞天山镇下渡村,2007/6/20, -   ,>10年,5.07,9.75,15,1300.00,#1,650,#2,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.155876,25.845321,0.00,,
火电-燃煤发电,华中,South,,湖南省,郴州市,资兴市,华润电力控股有限公司,湖南华润电力鲤鱼江有限公司,91431000743163222U,存续,湖南华润电力鲤鱼江有限公司,湖南省郴州市资兴市东江街道大兴路41号,2003/7/1, -   ,>10年,2.57,4.95,8,660.00,#1,330,#2,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.235234,25.955678,0.00,,
火电-燃煤发电,华中,South,,湖南省,衡阳市,耒阳市,中国大唐集团有限公司,大唐华银电力股份有限公司耒阳分公司,91430481351667608P,存续,大唐华银电力股份有限公司耒阳分公司,湖南省衡阳市耒阳市振兴路185号,1988/6/28, -   ,>10年,1.64,3.15,5,1020.00,#1,210,#2,210,#3,300,#4,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,112.845912,26.415432,0.00,,
火电-燃煤发电,华中,South,,湖南省,娄底市,冷水江市,中国大唐集团有限公司,大唐华银电力股份有限公司金竹山火力发电分公司,91431381763251190H,存续,大唐华银电力股份有限公司金竹山火力发电分公司,湖南省娄底市冷水江市沙塘湾街道办事处太平村,2006/4/1, -   ,>10年,5.07,9.75,15,1950.00,#1,650,#2,650,#3,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,111.455123,27.715234,0.00,,
火电-燃煤发电,华中,South,,湖南省,娄底市,涟源市,华润电力控股有限公司,华润电力（涟源）有限公司,914313826685942753,存续,华润电力（涟源）有限公司,湖南省娄底市涟源市渡头塘镇,2009/5/22, -   ,>10年,2.57,4.95,8,660.00,#1,330,#2,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,111.757012,27.764523,0.00,,
火电-燃煤发电,华中,South,,湖南省,邵阳市,大祥区,国家能源投资集团有限责任公司,国家能源集团宝庆发电有限公司,91430500770060667Y,存续,国家能源集团宝庆发电有限公司,湖南省邵阳市大祥区雨溪街道河洲村,2011/12/2, -   ,>10年,5.15,9.90,15,1320.00,#1,660,#2,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,111.441025,27.150531,0.00,,
火电-燃煤发电,华中,South,,湖南省,湘潭市,岳塘区,中国大唐集团有限公司,大唐湘潭发电有限责任公司,914303001847346497,存续,大唐湘潭发电有限责任公司,湖南省湘潭市岳塘区双马镇,1997/12/13, -   ,>10年,2.57,4.95,8,1920.00,#1,330,#2,330,#3,630,#4,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,112.985011,27.853012,0.00,,
火电-燃煤发电,华中,South,,湖南省,永州市,东安县,国家能源投资集团有限责任公司,国家能源集团永州发电有限公司,91431100064229496R,存续,神华国华永州发电厂一期2×1000MW新建工程,湖南省永州市东安县芦洪市镇赵家井村,2021/10/27, -   ,1~5年,7.80,15.00,23,2000.00,#1,1000,#2,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,111.443567,26.601542,0.00,,
火电-燃煤发电,华中,South,,湖南省,岳阳市,华容县,国家能源投资集团有限责任公司,国家能源集团岳阳发电有限公司,91430623MA4LW3HY2P,存续,国能湖南岳阳电厂2×1000MW新建工程,湖南省岳阳市华容县东山镇关山村,2023/10/25, -   ,1~5年,7.80,15.00,23,2000.00,#1,1000,#2,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,112.790011,29.622522,0.00,,
火电-燃煤发电,华中,South,,湖南省,岳阳市,平江县,中国华电集团有限公司,湖南华电平江发电有限公司,91430626MA4L1JB194,存续,华电平江电厂一期2×1000MW新建工程项目,湖南省岳阳市平江县余坪镇范固村999号,2022/12/17, -   ,1~5年,7.80,15.00,23,2000.00,#1,1000,#2,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.390015,28.798541,0.00,,
火电-燃煤发电,华中,South,,湖南省,岳阳市,岳阳楼区,中国华能集团有限公司,华能湖南岳阳发电有限责任公司,91430600616650239M,存续,华能湖南岳阳发电有限责任公司,湖南省岳阳市岳阳楼区城陵矶,1991/9/1, -   ,>10年,2.83,5.44,8,2525.00,#1,362.5,#2,362.5,#3,300,#4,300,#5,600,#6,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.150025,29.434531,0.00,,
火电-燃煤发电,华中,South,,湖南省,株洲市,渌口区,中国大唐集团有限公司,大唐华银株洲发电有限公司,91430211184357388T,存续,大唐华银株洲2×100万千瓦扩能升级改造项目,湖南省株洲市渌口区淦田镇陈家塘,2025/12/25, -   ,<1年,7.80,15.00,23,1000.00,#1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.158522,27.493512,0.00,,
火电-燃煤发电,华中,South,,湖南省,株洲市,石峰区,中国大唐集团有限公司,大唐华银株洲发电有限公司,91430211184357388T,存续,大唐华银株洲发电有限公司,湖南省株洲市石峰区建设北路1号,2003/8/29, -   ,>10年,2.42,4.65,7,620.00,#3,310,#4,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.110023,27.853524,0.00,,
火电-燃煤发电,华中,South,,湖南省,株洲市,攸县,中国大唐集团有限公司,大唐华银攸县能源有限公司,91430223565933553J,存续,大唐华银株洲攸县电厂上大压小2×630MW机组新建工程项目,湖南省株洲市攸县网岭镇荷叶塘村,2016/7/26, -   ,8~10年,4.91,9.45,14,1260.00,#1,630,#2,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.397511,27.239523,0.00,,
火电-燃煤发电,东北,North,,吉林省,白城市,洮北区,国家电力投资集团有限公司,吉林电力股份有限公司白城发电公司,912208006642880511,存续,吉林电力股份有限公司白城发电公司,吉林省白城市洮北区白城经济开发区电厂路2066号,2010/9/23, -   ,>10年,5.15,9.90,15,1320.00,#1,660,#2,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,122.845022,45.601524,0.00,,
火电-燃煤发电,东北,North,,吉林省,白城市,洮北区,国家能源投资集团有限责任公司,国能吉林龙华热电股份有限公司白城热电厂,91220802744565127W,存续,国能吉林龙华热电股份有限公司白城热电厂,吉林省白城市洮北区电厂路100-8号,2011/9/1,"18,810",>10年,1.64,3.15,5,420.00,#1,210,#2,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,122.848031,45.596512,0.00,,
火电-燃煤发电,东北,North,,吉林省,白山市,浑江区,国家电力投资集团有限公司,白山热电有限责任公司,9122060177420316XX,存续,白山热电有限责任公司,吉林省白山市浑江区北安大街,2007/11/13,"2,390",>10年,2.34,4.50,7,600.00,#1,300,#2,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,126.435011,41.932542,0.00,,
火电-燃煤发电,东北,North,,吉林省,长春市,朝阳区,中国大唐集团有限公司,大唐吉林发电有限公司长春第三热电分公司,91220101675608655E,存续,大唐吉林发电有限公司长春第三热电分公司,吉林省长春市朝阳区汽车产业开发区长沈路10577号,2009/3/12, -   ,>10年,2.73,5.25,8,860.00,#1,350,#2,350,#3,80,#4,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.194025,43.833522,0.00,,
火电-燃煤发电,东北,North,,吉林省,长春市,二道区,中国大唐集团有限公司,大唐长春第二热电有限责任公司,91220101124019221E,存续,大唐长春第二热电有限责任公司,吉林省长春市二道区东环城路6898号,1991/1/1, -   ,>10年,1.72,3.30,5,1220.00,#1,220,#2,200,#3,200,#4,200,#5,200,#6,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.404511,43.876011,0.00,,
火电-燃煤发电,东北,North,,吉林省,长春市,九台区,中国华能集团有限公司,华能吉林发电有限公司九台电厂,912201816687057133,存续,华能吉林发电有限公司九台电厂,吉林省长春市九台区昭旭能源产业园区,2009/10/25,544,>10年,5.23,10.05,15,1340.00,#1,670,#2,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.844531,44.149524,0.00,,
火电-燃煤发电,东北,North,,吉林省,长春市,宽城区,国家能源投资集团有限责任公司,国能吉林龙华热电股份有限公司长春热电一厂,91220101715366364J,存续,国能吉林龙华热电股份有限公司长春热电一厂,吉林省长春市宽城区小城子街6789号,2011/12/15,"67,716",>10年,2.73,5.25,8,700.00,#1,350,#2,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.336522,43.998523,0.00,,
火电-燃煤发电,东北,North,,吉林省,长春市,农安县,中国华能集团有限公司,华能吉林发电有限公司长春热电厂,912201226687116466,存续,华能吉林发电有限公司长春热电厂,吉林省长春市农安县合隆镇迎新村,2009/12/20,836,>10年,2.73,5.25,8,700.00,#1,350,#2,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.191542,44.019531,0.00,,
火电-燃煤发电,东北,North,,吉林省,长春市,双阳区,国家电力投资集团有限公司,吉林电力股份有限公司长春热电分公司,912201123100599059,存续,中电投长春东南热电上大压小2×350MW新建工程项目,吉林省长春市双阳区奢岭街道办事处长清公路21公里处,2018/1/6, -   ,5~8年,2.73,5.25,8,700.00,#1,350,#2,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.484012,43.681522,0.00,,
火电-燃煤发电,东北,North,,吉林省,吉林市,昌邑区,国家电力投资集团有限公司,吉林电力股份有限公司松花江第一热电分公司,91220294696101845F,存续,吉林电力股份有限公司松花江第一热电分公司,吉林省吉林市昌邑区经济技术开发区新力路1号,2010/11/1,"3,135",>10年,2.73,5.25,8,350.00,#4,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,126.540011,43.956524,0.00,,
火电-燃煤发电,东北,North,,吉林省,吉林市,昌邑区,国家电力投资集团有限公司,吉林松花江热电有限公司,91220201732541953Q,存续,吉林松花江热电有限公司,吉林省吉林市昌邑区经济技术开发区新力路1号,2002/12/30, -   ,>10年,0.98,1.88,3,380.00,#1,125,#2,125,#6,40,#7,40,#8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,126.540011,43.956524,0.00,,
火电-燃煤发电,东北,North,,吉林省,吉林市,丰满区,国家能源投资集团有限责任公司,国能吉林江南热电有限公司,912202016773249396,存续,国能吉林江南热电有限公司,吉林省吉林市丰满区高新开发区汽车工业园区环山街99号,2010/12/23,"11,595",>10年,2.34,4.50,7,600.00,#1,300,#2,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,126.540441,43.784534,0.00,,
火电-燃煤发电,东北,North,,吉林省,吉林市,龙潭区,国家能源投资集团有限责任公司,国能吉林龙华热电股份有限公司吉林热电厂,91220201824519999P,存续,国能吉林龙华热电股份有限公司吉林热电厂,吉林省吉林市龙潭区徐州路35号,1989/6/1,"8,987",>10年,1.72,3.30,5,690.00,#10,220,#11,220,#8,125,#9,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,126.618251,43.910123,0.00,,
火电-燃煤发电,东北,North,,吉林省,辽源市,龙山区,中国大唐集团有限公司,大唐吉林发电有限公司辽源发电分公司,912204026733458472,存续,大唐吉林发电有限公司辽源发电分公司,吉林省辽源市龙山区工农乡,2008/12/28, -   ,>10年,2.57,4.95,8,660.00,#3,330,#4,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.132456,42.853241,0.00,,
火电-燃煤发电,东北,North,,吉林省,四平市,双辽市,国家能源投资集团有限责任公司,国家能源集团吉林电力有限公司双辽发电厂,91220382125115792M,存续,国家能源集团吉林电力有限公司双辽发电厂,吉林省四平市双辽市,1994/9/1, -   ,>10年,2.57,4.95,8,660.00,#1,330,#2,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,123.504221,43.513524,0.00,,
火电-燃煤发电,东北,North,,吉林省,四平市,双辽市,国家能源投资集团有限责任公司,国能双辽发电有限公司,912203821251220366,存续,国能双辽发电有限公司,吉林省四平市双辽市郑兴街1288号,2000/12/22, -   ,>10年,2.65,5.10,8,1340.00,#3,340,#4,340,#5,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,123.512345,43.510122,0.00,,
火电-燃煤发电,东北,North,,吉林省,四平市,铁东区,国家电力投资集团有限公司,吉林电力股份有限公司四平第一热电公司,912203946910286180,存续,吉林电力股份有限公司四平第一热电公司,吉林省四平市铁东区开发区大路286号,2010/12/24, -   ,>10年,2.73,5.25,8,350.00,#4,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,124.416524,43.158742,0.00,,
火电-燃煤发电,东北,North,,吉林省,四平市,铁东区,国家电力投资集团有限公司,吉林吉长电力有限公司,91220000605133316G,存续,吉林吉长电力有限公司,吉林省四平市铁东区开发区大路286号,1998/1/14, -   ,>10年,0.39,0.75,1,200.00,#1,50,#2,50,#3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,124.416524,43.158742,0.00,,
火电-燃煤发电,东北,North,,吉林省,松原市,宁江区,中国华能集团有限公司,华能松原热电有限公司,91220701MA15BCLH9W,存续,华能松原热电有限公司,吉林省松原市宁江区松原经济技术开发区创业大街1767号,2000/12/18, -   ,>10年,0.39,0.75,1,150.00,#1,50,#2,50,#3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,124.783451,45.161245,0.00,,
火电-燃煤发电,东北,North,,吉林省,松原市,前郭尔罗斯蒙古族自治县,中国大唐集团有限公司,大唐吉林发电有限公司长山热电分公司,91220721244431683Y,存续,大唐吉林发电有限公司长山热电分公司,吉林省松原市前郭县长山镇,2011/10/10, -   ,>10年,5.15,9.90,15,660.00,#1,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,124.318742,45.191245,0.00,,
火电-燃煤发电,东北,North,,吉林省,通化市,梅河口市,国家开发投资集团有限公司,梅河口市阜康热电有限责任公司,91220581744588548U,存续,梅河口市阜康热电有限责任公司,吉林省通化市梅河口市天河街2298号,2006/1/1, -   ,>10年,0.09,0.18,0,157.00,#3,12,#4,25,#5,30,#6,30,#7,30,#8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.711245,42.531245,0.00,,
火电-燃煤发电,东北,North,,吉林省,延边朝鲜族自治州,珲春市,中国大唐集团有限公司,大唐吉林发电有限公司珲春热电分公司,9122240466427977XY,存续,大唐吉林发电有限公司珲春热电分公司,吉林省延边朝鲜族自治州珲春市英安镇光明街1号,2006/9/30, -   ,>10年,2.57,4.95,8,660.00,#3,330,#4,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,130.344125,42.883124,0.00,,
火电-燃煤发电,东北,North,,吉林省,延边朝鲜族自治州,延吉市,国家能源投资集团有限责任公司,国能吉林龙华热电股份有限公司延吉热电厂,91222401MACXY0GN4K,存续,国能吉林龙华热电股份有限公司延吉热电厂,吉林省延边朝鲜族自治州延吉市人民路5555号,2010/12/8, -   ,>10年,1.56,3.00,5,400.00,#1,200,#2,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,129.431245,42.910125,0.00,,
火电-燃煤发电,华东,East,,江苏省,常州市,新北区,国家能源投资集团有限责任公司,国能常州第二发电有限公司,91320411MAC44W4W93,存续,常州电厂二期2×1000MW高效清洁燃煤发电项目（国能常州支撑性电源项目）,江苏省常州市新北区春江街道江花路1号,2025/7/15, -   ,<1年,7.80,15.00,23,2000.00,#3,1000,#4,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,120.008451,31.961245,0.00,,
火电-燃煤发电,华东,East,,江苏省,常州市,新北区,国家能源投资集团有限责任公司,国能常州发电有限公司,913204007520003022,存续,国能常州发电有限公司,江苏省常州市新北区春江街道江花路1号,2006/5/23, -   ,>10年,4.91,9.45,14,1260.00,#1,630,#2,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,120.008451,31.961245,0.00,,
火电-燃煤发电,华东,East,,江苏省,淮安市,淮阴区,中国华能集团有限公司,华能淮阴第二发电有限公司,91320800763577692Y,存续,华能淮阴第二发电有限公司,江苏省淮安市淮阴区淮海西路291号,2005/1/11, -   ,>10年,2.57,4.95,8,1320.00,#3,330,#4,330,#5,330,#6,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.006124,33.623451,0.00,,
火电-燃煤发电,华东,East,,江苏省,连云港市,灌云县,中国华能集团有限公司,华能灌云清洁能源发电有限责任公司,91320723MA1N8DDF42,存续,华能灌云清洁能源发电有限责任公司（热电）,江苏省连云港市灌云县临港产业区,2017/11/30, -   ,8~10年,0.20,0.38,1,25.00,#1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.562145,34.214512,0.00,,
火电-燃煤发电,华东,East,,江苏省,连云港市,灌云县,中国华能集团有限公司,华能灌云清洁能源发电有限责任公司,91320723MA1N8DDF42,存续,华能灌云清洁能源发电有限责任公司,江苏省连云港市灌云县临港产业区,2017/12/17, -   ,8~10年,0.20,0.38,1,25.00,#2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.562145,34.214512,0.00,,
火电-燃煤发电,华东,East,,江苏省,南京市,六合区,华润电力控股有限公司,江苏南热发电有限责任公司,913200007635837939,存续,江苏南热发电有限责任公司,江苏省南京市六合区大厂凤凰南路158号,2010/1/21, -   ,>10年,4.68,9.00,14,1200.00,#1,600,#2,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.784125,32.231245,0.00,,
火电-燃煤发电,华东,East,,江苏省,南京市,六合区,华润电力控股有限公司,南京化学工业园热电有限公司,91320100748249965C,存续,南京化学工业园热电有限公司,江苏省南京市六合区化学工业园区丰华路228号,2018/7/1, -   ,5~8年,0.27,0.53,1,670.00,#1,35,#2,35,#4,300,#5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.781245,32.253412,0.00,,
火电-燃煤发电,华东,East,,江苏省,南京市,六合区,中国华能集团有限公司,华能国际电力江苏能源开发有限公司南京电厂,91320191MA250HPF3H,存续,华能国际电力江苏能源开发有限公司南京电厂,江苏省南京市六合区江北新区凤凰南路98号,1994/3/17, -   ,>10年,2.50,4.80,7,640.00,#1,320,#2,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.783124,32.226512,0.00,,
